normalized_name,observed_rows,raw_name_variants,distinct_restaurant_ids,confidence,review_status
crossroad cafe,2,2,2,Medium,Conservative normalization
crossroads,2,1,2,High,Conservative normalization
crossways gourmet salads,2,1,2,High,Conservative normalization
crosta the cake boutique,2,2,2,Medium,Conservative normalization
crunch,2,2,2,Medium,Conservative normalization
crunchicken,2,1,2,High,Conservative normalization
crunchy bite,2,2,2,Medium,Conservative normalization
crunchy bites,2,1,2,High,Conservative normalization
crunchy fast food centre,2,1,1,High,Conservative normalization
crush,2,2,2,Medium,Conservative normalization
crustworthy bakes,2,1,2,High,Conservative normalization
crusty pizza,2,1,2,High,Conservative normalization
crusty singh,2,1,2,High,Conservative normalization
crypto chai by voosh,2,2,2,Medium,Conservative normalization
crystal restaurant,2,1,2,High,Conservative normalization
csoning shawarmas,2,2,2,Medium,Conservative normalization
cuantos kebabs and rolls,2,1,2,High,Conservative normalization
cuk nuk 24,2,1,2,High,Conservative normalization
cum n eat,2,1,2,High,Conservative normalization
curries,2,1,2,High,Conservative normalization
curries and more,2,2,2,Medium,Conservative normalization
curries and pickles,2,2,2,Medium,Conservative normalization
curry and koyla company,2,1,2,High,Conservative normalization
curry by kilo,2,2,2,Medium,Conservative normalization
curry cafe,2,1,2,High,Conservative normalization
curry club,2,2,2,Medium,Conservative normalization
curry combos,2,1,2,High,Conservative normalization
curry corner,2,2,2,Medium,Conservative normalization
curry factory,2,2,2,Medium,Conservative normalization
curry junction,2,2,2,Medium,Conservative normalization
curry mantra,2,1,2,High,Conservative normalization
curry point s,2,1,2,High,Conservative normalization
curry points,2,1,2,High,Conservative normalization
curry story,2,2,2,Medium,Conservative normalization
curryosity,2,1,2,High,Conservative normalization
cutiepie cakes,2,1,2,High,Conservative normalization
cyrus cafe,2,2,2,Medium,Conservative normalization
d momo factory,2,1,2,High,Conservative normalization
d9 restaurant,2,1,2,High,Conservative normalization
da fu,2,1,2,High,Conservative normalization
da pepper pizza,2,1,2,High,Conservative normalization
da pizza,2,2,2,Medium,Conservative normalization
da pizza corner,2,1,2,High,Conservative normalization
da pizza inn,2,1,2,High,Conservative normalization
daalchini,2,1,2,High,Conservative normalization
daana paani,2,2,2,Medium,Conservative normalization
daawat biryani,2,2,2,Medium,Conservative normalization
dabba garam,2,1,2,High,Conservative normalization
dabba garam homely meals and more,2,1,2,High,Conservative normalization
dabbawala biryani,2,1,2,High,Conservative normalization
dad s kitchen,2,2,2,Medium,Conservative normalization
daddys kitchen,2,2,2,Medium,Conservative normalization
dadi ka khazana,2,1,2,High,Conservative normalization
dadi maa ki rasoi,2,2,2,Medium,Conservative normalization
dadu s masala republic,2,1,2,High,Conservative normalization
dadu s sweet emporio,2,1,2,High,Conservative normalization
daila cake,2,1,2,High,Conservative normalization
daily bhoj,2,1,2,High,Conservative normalization
daily dose cafe,2,1,2,High,Conservative normalization
daily eats,2,2,2,Medium,Conservative normalization
daily fresh,2,2,2,Medium,Conservative normalization
daily grill,2,1,2,High,Conservative normalization
daily healthy rasoi,2,1,2,High,Conservative normalization
daily treat,2,2,2,Medium,Conservative normalization
dairy cone,2,1,2,High,Conservative normalization
dakkhani misal,2,1,2,High,Conservative normalization
dakshin cafe,2,1,2,High,Conservative normalization
dakshin tadka,2,2,2,Medium,Conservative normalization
dakshination,2,1,2,High,Conservative normalization
dal khichdi,2,1,2,High,Conservative normalization
dalchini restaurant,2,1,2,High,Conservative normalization
dalgrak,2,1,2,High,Conservative normalization
damodar p30,2,1,2,High,Conservative normalization
dana pani restaurant,2,2,2,Medium,Conservative normalization
dangee dums yums,2,1,2,High,Conservative normalization
danka,2,2,2,Medium,Conservative normalization
darbys pastries,2,2,2,Medium,Conservative normalization
darjeeling hot momos,2,1,2,High,Conservative normalization
darjeeling kitchen,2,1,2,High,Conservative normalization
darjeeling momo,2,2,2,Medium,Conservative normalization
darjeeling momo house,2,2,2,Medium,Conservative normalization
dark knight,2,1,2,High,Conservative normalization
dark smoke bbq restaurant,2,2,2,Medium,Conservative normalization
darling namma veedu,2,1,2,High,Conservative normalization
darshan restaurant,2,1,2,High,Conservative normalization
das fast food,2,2,2,Medium,Conservative normalization
das surti khaman,2,1,2,High,Conservative normalization
dashi dimsum and sushi bar,2,1,2,High,Conservative normalization
dastan e biryani,2,1,2,High,Conservative normalization
date palm,2,1,2,High,Conservative normalization
date palm juice,2,1,2,High,Conservative normalization
davanagere benne dosa corner,2,2,2,Medium,Conservative normalization
davanagere benne dose hotel,2,1,2,High,Conservative normalization
davangere benne dosa,2,1,2,High,Conservative normalization
davangere benne dose,2,1,2,High,Conservative normalization
dawat art of cooking,2,2,2,Medium,Conservative normalization
dawat bakery,2,2,2,Medium,Conservative normalization
dawat biryani,2,2,2,Medium,Conservative normalization
dawat cake,2,2,2,Medium,Conservative normalization
dawat e dastarkhan,2,2,2,Medium,Conservative normalization
dawat e lucknow,2,2,2,Medium,Conservative normalization
day and night pizza,2,1,2,High,Conservative normalization
day night fast food,2,2,2,Medium,Conservative normalization
dc cafe,2,1,2,High,Conservative normalization
de bakers lounge,2,2,2,Medium,Conservative normalization
de grand restaurant,2,1,2,High,Conservative normalization
de pizzeria,2,1,2,High,Conservative normalization
de thaali desi thaalis and more,2,1,2,High,Conservative normalization
de thali,2,1,2,High,Conservative normalization
deccan biryani,2,1,2,High,Conservative normalization
deccan express,2,2,2,Medium,Conservative normalization
deccan paradise,2,1,2,High,Conservative normalization
deccan pizza,2,2,2,Medium,Conservative normalization
deccan spice,2,1,2,High,Conservative normalization
dee s pizza,2,2,2,Medium,Conservative normalization
deep chinese fast food,2,1,1,High,Conservative normalization
deepak bakery,2,2,2,Medium,Conservative normalization
deepak chicken corner,2,1,2,High,Conservative normalization
deepak fast food,2,1,2,High,Conservative normalization
deepak special tea house,2,1,2,High,Conservative normalization
deewan e biryani,2,2,2,Medium,Conservative normalization
dehaati,2,2,2,Medium,Conservative normalization
dehati meat,2,1,2,High,Conservative normalization
deja vu,2,2,2,Medium,Conservative normalization
delhi 38,2,2,2,Medium,Conservative normalization
delhi 6 food junction,2,2,2,Medium,Conservative normalization
delhi 6 foods,2,1,2,High,Conservative normalization
delhi biryani hut,2,2,2,Medium,Conservative normalization
delhi cake point,2,2,2,Medium,Conservative normalization
delhi chaat,2,2,2,Medium,Conservative normalization
delhi chaat bhandar,2,2,2,Medium,Conservative normalization
delhi chicken corner,2,1,2,High,Conservative normalization
delhi chicken point,2,2,2,Medium,Conservative normalization
delhi chinese fast food,2,1,2,High,Conservative normalization
delhi chole bhature,2,2,2,Medium,Conservative normalization
delhi club house,2,1,2,High,Conservative normalization
delhi darbar chicken biryani,2,2,2,Medium,Conservative normalization
delhi darbar chicken corner,2,1,2,High,Conservative normalization
delhi durbar,2,2,2,Medium,Conservative normalization
delhi food corner,2,1,2,High,Conservative normalization
delhi food court,2,1,2,High,Conservative normalization
delhi home food,2,2,2,Medium,Conservative normalization
delhi hotel,2,1,2,High,Conservative normalization
delhi jaipur express kitchen,2,1,2,High,Conservative normalization
delhi juice corner,2,2,2,Medium,Conservative normalization
delhi malai chaap,2,1,2,High,Conservative normalization
delhi mithaiwala,2,1,2,High,Conservative normalization
delhi momo b c,2,2,2,Medium,Conservative normalization
delhi street foods,2,1,2,High,Conservative normalization
delhi tandoor,2,1,2,High,Conservative normalization
delhi wah ji wah,2,2,2,Medium,Conservative normalization
delhi wala paratha,2,1,2,High,Conservative normalization
delhi wali paratha,2,2,2,Medium,Conservative normalization
delhiwala chaat,2,1,2,High,Conservative normalization
delicacy family restaurant,2,1,2,High,Conservative normalization
delicious bite,2,2,2,Medium,Conservative normalization
delicious cafe,2,2,2,Medium,Conservative normalization
delicious chinese cafe,2,1,2,High,Conservative normalization
delicious dhaba,2,1,2,High,Conservative normalization
delicious food corner,2,2,2,Medium,Conservative normalization
delicious foodies,2,2,2,Medium,Conservative normalization
delicious foods,2,2,2,Medium,Conservative normalization
delicious fried chicken,2,1,2,High,Conservative normalization
delicious moment,2,2,2,Medium,Conservative normalization
delicious point,2,2,2,Medium,Conservative normalization
delicious restaurant,2,1,2,High,Conservative normalization
delicious snacks,2,1,2,High,Conservative normalization
delicious tadka,2,2,2,Medium,Conservative normalization
delight bakers,2,1,2,High,Conservative normalization
delight cafe,2,1,2,High,Conservative normalization
delight cake treat,2,2,2,Medium,Conservative normalization
delight delicious,2,1,2,High,Conservative normalization
delight kitchen,2,2,2,Medium,Conservative normalization
delight zone,2,1,2,High,Conservative normalization
delish delicacies,2,1,2,High,Conservative normalization
delish restaurant,2,2,2,Medium,Conservative normalization
dellish,2,1,1,High,Conservative normalization
deluxe dhaba express,2,1,2,High,Conservative normalization
den of sawarmaz,2,1,2,High,Conservative normalization
denmarrk drive inn restaurant,2,1,2,High,Conservative normalization
deshi dhaba,2,2,2,Medium,Conservative normalization
deshmukh paratha house,2,2,2,Medium,Conservative normalization
desi adda,2,1,2,High,Conservative normalization
desi bidesi,2,1,1,High,Conservative normalization
desi burger,2,1,2,High,Conservative normalization
desi by nature,2,2,2,Medium,Conservative normalization
desi cafe,2,2,2,Medium,Conservative normalization
desi chulhaa,2,1,2,High,Conservative normalization
desi culture,2,1,2,High,Conservative normalization
desi curry,2,2,2,Medium,Conservative normalization
desi darbar,2,1,2,High,Conservative normalization
desi eats,2,1,2,High,Conservative normalization
desi express,2,1,2,High,Conservative normalization
desi food,2,2,2,Medium,Conservative normalization
desi hut,2,2,2,Medium,Conservative normalization
desi jalpan,2,2,2,Medium,Conservative normalization
desi matki,2,1,2,High,Conservative normalization
desi mizaj,2,1,2,High,Conservative normalization
desi momo,2,2,2,Medium,Conservative normalization
desi nashta,2,1,2,High,Conservative normalization
desi nasta,2,2,2,Medium,Conservative normalization
desi pakwan,2,1,2,High,Conservative normalization
desi palace,2,1,2,High,Conservative normalization
desi paratha gali,2,1,2,High,Conservative normalization
desi punjabi dhaba,2,2,2,Medium,Conservative normalization
desi restaurant,2,2,2,Medium,Conservative normalization
desi ruchi,2,1,2,High,Conservative normalization
desi tadka family restaurant,2,2,2,Medium,Conservative normalization
desi tea time,2,2,2,Medium,Conservative normalization
desi urban chai,2,2,2,Medium,Conservative normalization
desi wok,2,2,2,Medium,Conservative normalization
design cakes,2,1,2,High,Conservative normalization
desire instant chai maza aajaye,2,2,2,Medium,Conservative normalization
dessert bar by basant,2,1,2,High,Conservative normalization
dessert delights,2,1,2,High,Conservative normalization
dessert lounge,2,1,2,High,Conservative normalization
dessertino,2,2,2,Medium,Conservative normalization
detox,2,1,2,High,Conservative normalization
dev restaurant,2,1,2,High,Conservative normalization
dev s kitchen,2,2,2,Medium,Conservative normalization
devar hotel,2,1,2,High,Conservative normalization
devi family restaurant,2,1,1,High,Conservative normalization
devi hotel,2,2,2,Medium,Conservative normalization
devil s burger,2,1,2,High,Conservative normalization
devil s kitchen,2,1,2,High,Conservative normalization
devilz kitchen,2,2,2,Medium,Conservative normalization
dezire sugar free health cafe,2,1,2,High,Conservative normalization
dfc delicious fried chicken,2,2,2,Medium,Conservative normalization
dhaba 1947,2,1,2,High,Conservative normalization
dhaba ambarsar,2,1,2,High,Conservative normalization
dhaba amritsari,2,1,2,High,Conservative normalization
dhaba co,2,1,2,High,Conservative normalization
dhaba culture,2,2,2,Medium,Conservative normalization
dhaba hindustani,2,1,2,High,Conservative normalization
dhaba hr 26,2,1,2,High,Conservative normalization
dhaba punjabi,2,1,2,High,Conservative normalization
dhaka biryani house,2,1,2,High,Conservative normalization
dhatri food court,2,2,2,Medium,Conservative normalization
dheemi aanch,2,2,2,Medium,Conservative normalization
dhingra z pasta la vasta,2,2,2,Medium,Conservative normalization
dhosa hub,2,1,2,High,Conservative normalization
